Headcount;Poverty.Line.Month;Mean;Median;Gini;Population.Density;Consumption;Arab.Region;East.Asia.and.the.Pacific;Europe.and.Central.Asia;Latin.America.and.the.Caribbean;South.Asia;Sub.Saharan.Africa;Urban.Pop;Age.Dependency;Mean_Class.A;Mean_Class.B;Mean_Class.C
31.900001;70.615703;137.738998413086;100.289398193359;42.7655398845673;95.8716797046673;1;0;0;0;0;0;1;47.308;77.585949061669;1;0;0
24.2;82.542804;196.090103149414;142.812606811523;42.3732101917267;114.250017579327;1;0;0;0;0;0;1;52.073;71.7731151305344;1;0;0
23.4;82.468851;206.086898803711;151.367095947266;43.5208797454834;125.173358530368;1;0;0;0;0;0;1;54.749;69.6450562685164;1;0;0
40.266;47.67;87.1886520385742;58.1118698120117;46.0816085338593;28.8178251668566;1;0;0;0;0;0;1;29.182;97.6490172697919;1;0;0
49.2;44.97;64.4971771240234;45.1628913879395;43.0041611194611;34.9425118020511;1;0;0;0;0;0;1;31.42;100.572418376536;1;0;0
55.199999;76.430854;86.3746490478516;70.2546997070312;33.7296992540359;43.3502726680775;1;0;0;0;0;0;1;34.255;95.144716670868;1;0;0
69;55.269224;56.2799797058105;36.077018737793;48.5194593667984;122.344367588933;1;0;0;0;0;0;1;46.057;97.5711415682501;1;0;0
48.100001;87.709132;128.952697753906;90.7475967407227;43.568429350853;177.193280632411;1;0;0;0;0;0;1;55.662;91.5838394846071;1;0;0
48.6;114.69135;148.743392944336;115.274002075195;35.9188288450241;206.112648221344;1;0;0;0;0;0;1;59.228;89.2411971080262;1;0;0
64.700001;65.924196;66.432746887207;52.2312393188477;35.5697512626648;44.6107041251778;1;0;0;0;0;0;1;37.004;91.5160332940465;1;0;0
69.300002;60.490648;66.4813232421875;40.5502014160156;50.6642401218414;54.146479374111;1;0;0;0;0;0;1;40.111;84.6801269206697;1;0;0
21.4;481.85922;938.339599609375;800.751586914062;34.1033309698105;86.278828549263;0;0;0;1;0;0;0;76.292;51.991352297526;0;1;0
17.900001;335.58231;701.062194824219;600.836975097656;32.8912109136581;83.2651823118697;0;0;0;1;0;0;0;79.058;55.5851598567029;0;1;0
56.2;215.48;325.165008544922;188.796401977539;54.1765213012695;108.153798058977;0;0;0;0;1;0;0;45.332;91.255325844573;1;0;0
50.999999;198.20117;332.224700927734;194.972900390625;54.5707225799561;123.3046845838;0;0;0;0;1;0;0;47.21;85.1516003729002;1;0;0
59.299999;204.8642;258.624298095703;169.739501953125;48.2785910367966;142.836095558044;0;0;0;0;1;0;0;49.634;70.3674121227947;1;0;0
35.100001;121.18815;227.455993652344;164.303894042969;44.5520490407944;3.8291998983998;0;0;0;0;1;0;0;28.871;65.0499127430222;1;0;0
49.5;153.6;242.263900756836;156.328903198242;50.3004789352417;80.0392260255608;0;0;0;0;1;0;0;54.514;63.1579359683201;1;0;0
48.9;161.7;253.544403076172;168.249206542969;49.8118609189987;82.8563321118956;0;0;0;0;1;0;0;55.813;59.8489823907047;1;0;0
48.300001;160.29507;249.162796020508;166.063400268555;48.9377796649933;85.6870319063366;0;0;0;0;1;0;0;57.096;57.3106156815722;1;0;0
20.900001;351.15183;590.626281738281;508.348785400391;32.3797702789307;76.758881343817;0;0;0;1;0;0;0;55.155;49.2600804847292;1;0;0
18.3;380.5801;716.667724609375;635.86181640625;29.7294706106186;72.2361371267008;0;0;0;1;0;0;0;56.947;53.7453175068827;0;1;0
58.499998;112.6;128.394500732422;96.9066696166992;41.1037713289261;371.949564586357;1;0;0;0;1;0;0;49.477;66.8457586610321;1;0;0
14.1;287.87855;598.817504882812;530.294921875;29.4442296028137;110.460874848117;0;0;0;1;0;0;0;68.911;44.8274139126108;1;0;0
12.3;369.79983;769.695617675781;682.785888671875;29.6120405197144;107.117729563883;0;0;0;1;0;0;0;71.351;50.5337672766974;0;1;0
25.72;34.1376;50.5767517089844;44.3521881103516;25.6841510534286;113.561491965533;1;0;1;0;0;0;0;39.593;57.0715852277609;1;0;0
21.1;53.793;85.9918365478516;74.4040908813477;25.5338191986084;119.983104710279;1;0;1;0;0;0;0;43.568;54.0090054378499;1;0;0
21.81;49.7627;84.0401916503906;71.1475830078125;28.9171695709229;126.585371804567;1;0;1;0;0;0;0;46.738;52.4142988080915;1;0;0
16.56;56.4831;114.442001342773;93.1960983276367;31.5333098173141;133.494270163449;1;0;1;0;0;0;0;49.914;51.0359912250387;1;0;0
14.17;66.865;140.911102294922;114.323196411133;31.914409995079;140.833091738106;1;0;1;0;0;0;0;52.635;49.357239171031;1;0;0
12.85;79.696;178.084197998047;147.552307128906;31.6865414381027;144.139988463499;1;0;1;0;0;0;0;55.985;47.63508269;1;0;0
21.92;39.5664;75.2229537963867;59.5106811523438;33.7760806083679;113.561491965533;1;0;1;0;0;0;0;39.593;57.0715852277609;1;0;0
14.46;59.69;131.921600341797;101.386497497559;33.9382112026215;119.983104710279;1;0;1;0;0;0;0;43.568;54.0090054378499;1;0;0
13.47;55.1059;128.918899536133;98.7803421020508;35.5174988508224;126.585371804567;1;0;1;0;0;0;0;46.738;52.4142988080915;1;0;0
9.87;54.9177;163.312301635742;121.918998718262;38.2047712802887;133.494270163449;1;0;1;0;0;0;0;49.914;51.0359912250387;1;0;0
8.34;59.8854;203.544097900391;138.914703369141;42.7652597427368;140.833091738106;1;0;1;0;0;0;0;52.635;49.357239171031;1;0;0
6.69;68.27506;236.64729309082;175.229400634766;39.2156690359116;144.139988463499;1;0;1;0;0;0;0;55.985;47.63508269;1;0;0
50.1;55.848;66.0317687988281;55.6417083740234;28.5865694284439;311.922164409271;1;0;0;0;0;1;0;26.191;70.1952381207558;1;0;0
41.8;55.522;74.6638793945312;60.895191192627;30.4535806179047;379.936518016003;1;0;0;0;0;1;0;28.903;60.8392023472969;1;0;0
33.8;54.9285;80.0297775268555;65.9938888549805;29.9502998590469;409.568919241623;1;0;0;0;0;1;0;30.587;56.8825137506843;1;0;0
25.7;56.9745;93.8868789672852;76.0157623291016;31.1275213956833;420.520965360438;1;0;0;0;0;1;0;31.276;55.2086374202875;1;0;0
31.8;58.13;95.9192504882812;75.094352722168;34.3852311372757;311.922164409271;1;0;0;0;0;1;0;26.191;70.1952381207558;1;0;0
25.7;56.476;111.044097900391;83.5981597900391;37.6351714134216;379.936518016003;1;0;0;0;0;1;0;28.903;60.8392023472969;1;0;0
20.9;57.075;127.148300170898;93.0692596435547;39.3479704856873;409.568919241623;1;0;0;0;0;1;0;30.587;56.8825137506843;1;0;0
13.7;55.322;143.719802856445;105.308296203613;39.0144288539886;420.520965360438;1;0;0;0;0;1;0;31.276;55.2086374202875;1;0;0
15.2;610.28576;1321.63793945312;1116.38903808594;32.2970986366272;66.1947307301495;0;0;0;1;0;0;0;61.542;46.6182649925745;0;1;0
14.9;788.40663;1588.583984375;1317.39794921875;31.359800696373;69.7835389751778;0;0;0;1;0;0;0;62.947;54.1067735806537;0;1;0
27.000001;116.47145;292.346496582031;194.439697265625;47.4196404218674;30.2440230604877;1;0;0;0;0;1;0;54.133;95.7366310904135;1;0;0
20.999999;120.14128;324.691711425781;228.789306640625;44.095641374588;39.2764041356615;1;0;0;0;0;1;0;62.588;70.2442100001192;1;0;0
16.7;172.17893;461.593292236328;342.510406494141;39.9652004241943;48.8494412927626;1;0;0;0;0;1;0;73.88;42.7499146118352;1;0;0
33.000001;370.18653;487.755401611328;359.010101318359;40.8029407262802;49.5309014219406;1;0;0;0;0;1;0;74.394;43.4443394491114;1;0;0
22.400001;107.25877;180.535003662109;153.977203369141;28.6006093025208;62.757217;1;1;0;0;0;0;0;68.819;83.0907809458909;1;0;0
18.9;103.26142;191.106002807617;162.584594726562;29.5418590307236;73.4251496592374;1;1;0;0;0;0;0;69.432;78.5303425340529;1;0;0
9.2;685.04033;1369.48498535156;1227.47595214844;26.1716187000275;3.17247880299252;0;0;0;1;0;0;0;93.574;48.8150106450179;0;1;0
8.8;901.0681;1805.63195800781;1620.59594726562;26.1315792798996;3.42543640897756;0;0;0;1;0;0;0;93.773;52.4740473674395;0;0;1
23.5;414.13;997.314270019531;784.211608886719;41.3467913866043;365.549907578558;0;0;0;1;0;0;0;91.96;61.85655098;0;1;0
22;467.47642;1105.92102050781;905.548583984375;39.0130192041397;394.916820702403;0;0;0;1;0;0;0;92.256;65.0135702711428;0;1;0
3.3;291.76971;1306.00305175781;1112.75598144531;33.8336110115051;197.081267423676;0;0;0;1;0;0;0;67.738;51.1182668809366;0;1;0
4.1999999;301.86235;1310.32299804688;1111.45300292969;34.7213089466095;201.527901679472;0;0;0;1;0;0;0;68.327;52.6848814854331;0;1;0
7.5999998;348.04665;1243.61804199219;1068.32897949219;35.3974401950836;206.667369279935;0;0;0;1;0;0;0;69.272;54.9799071402516;0;1;0
8.3999999;390.83565;1295.61096191406;1097.56994628906;35.9279990196228;205.809169103148;0;0;0;1;0;0;0;70.144;56.1884000768445;0;1;0
24.4;85.868903;165.259704589844;134.265701293945;35.6734186410904;229.416528162512;1;0;0;0;1;0;0;50.136;70.4585043637189;1;0;0
16.9;115.16254;339.570587158203;235.390396118164;44.0802007913589;243.090951061865;1;0;0;0;1;0;0;51.574;67.0419705898775;1;0;0
16.9;115.50982;369.134796142578;241.630493164062;45.4574704170227;251.617266851339;1;0;0;0;1;0;0;52.625;62.4832672969194;1;0;0
2.9999999;99.073044;338.799499511719;264.213989257812;36.061429977417;35.4917951042611;1;1;0;0;0;0;0;68.315;101.600677685519;1;0;0
21.3;114.41937;231.667404174805;178.58740234375;36.4205598831177;54.9472008159565;1;1;0;0;0;0;0;78.232;76.7875224104593;1;0;0
13;129.56446;299.024200439453;236.264495849609;33.8562488555908;67.9004986400725;1;1;0;0;0;0;0;80.97;70.9452382589523;1;0;0
14.399999;150.69125;335.466613769531;265.449493408203;33.6557298898697;81.7925095742284;1;1;0;0;0;0;0;86.088;69.802808588611;1;0;0
15.7;160.5;347.74560546875;275.165710449219;33.6557298898697;112.24737553503;1;1;0;0;0;0;0;90.979;61.5299579387269;1;0;0
11.735;463.74531;1230.3330078125;1047.81896972656;34.8423212766647;351.338820301783;0;0;1;0;0;0;0;89.103;53.2529944725622;0;1;0
13.410001;656.84174;1424.63098144531;1187.93505859375;32.8547298908234;349.643347050754;0;0;1;0;0;0;0;91.226;60.7497660649142;0;1;0
46.700001;131.11908;171.026306152344;137.48649597168;35.964760184288;5.50369855909916;1;0;0;1;0;0;0;56.171;51.1656677525159;1;0;0
31.600001;119.93799;225.517807006836;170.001205444336;39.8260414600372;5.61063414453458;1;0;0;1;0;0;0;56.463;47.4372616571772;1;0;0
6.4999998;134.41603;306.231903076172;260.040100097656;27.9545098543167;6.04580953439271;1;0;0;1;0;0;0;56.827;44.6464614954871;1;0;0
4.3000001;163.86135;383.519897460938;321.523712158203;27.7928709983826;6.769825721;1;0;0;1;0;0;0;57.428;55.89047057;1;0;0
44.999999;78.879028;165.80419921875;88.1797180175781;57.4609577655792;44.4988544119197;1;0;0;0;0;0;1;17.342;103.087520620625;1;0;0
51.999998;84.011835;119.517997741699;80.8118515014648;44.9830800294876;51.6843992690726;1;0;0;0;0;0;1;18.898;94.1583570643676;1;0;0
46.799999;61.78519;97.5105667114258;64.8425979614258;46.4529186487198;64.3512931791826;1;0;0;0;0;0;1;21.675;85.5557940133779;1;0;0
36.1;56.95218;99.8227233886719;72.8450317382812;40.7757699489594;84.12400464;1;0;0;0;0;0;1;25.658;77.1299853344741;1;0;0
39.899999;108.06924;167.59880065918;125.059303283691;37.3812407255173;27.2075078206465;1;0;0;1;0;0;0;35.289;56.2372288550258;1;0;0
33.700001;120.32204;173.957702636719;146.567596435547;30.1339209079742;28.4040667361835;1;0;0;1;0;0;0;35.306;52.4862744439453;1;0;0
32.100001;116.11906;169.690200805664;141.717803955078;28.9979189634323;31.0578727841502;1;0;0;1;0;0;0;35.777;55.8485253530851;1;0;0
20.100001;115.12114;197.309494018555;162.396392822266;29.7012209892273;33.6611053180396;1;0;0;1;0;0;0;36.591;58.98752654;1;0;0
21.799999;75.173301;154.892303466797;124.096603393555;36.9729995727539;116.472839506173;1;0;1;0;0;0;0;44.03;66.0208355330306;1;0;0
6.4;346.4;1130.17102050781;974.061828613281;32.0212185382843;509.815967078189;0;0;1;0;0;0;0;81.936;36.6025355130918;0;1;0
14.7;611.02298;1304.2919921875;1135.59497070312;31.4048588275909;525.370072521002;0;0;1;0;0;0;0;81.562;36.679001839695;0;1;0
46.000001;71.293486;96.5139694213867;74.7047576904297;34.3098610639572;19.4989211438475;1;0;1;0;0;0;0;16.133;92.524513945602;1;0;0
33.500001;58.743847;90.8441696166992;72.6860504150391;32.6201111078262;23.8008925476603;1;0;1;0;0;0;0;24.044;84.8526545005214;1;0;0
23.199999;66.49371;132.516098022461;101.953300476074;36.3862812519073;27.9225736568458;1;0;1;0;0;0;0;31.264;63.6438798692683;1;0;0
18.3;67.746247;159.730392456055;116.525497436523;38.8024300336838;30.59578423;1;0;1;0;0;0;0;35.004;57.92566196;1;0;0
27.399999;459.67119;757.614318847656;642.705200195312;31.8324506282806;508.5379277;1;1;0;0;0;0;0;87.484;47.4912686219548;0;1;0
63.800001;51.307694;51.6502990722656;41.8166389465332;36.4777505397797;35.9417670265781;1;0;0;0;0;0;1;46.742;86.641625926493;1;0;0
50.9;64.076993;78.8221664428711;62.8259506225586;35.2654606103897;47.6203073089701;1;0;0;0;0;0;1;50.254;81.8170575035408;1;0;0
25.099999;46.225387;105.650802612305;77.8487091064453;42.5843805074692;254.090163934426;0;0;0;0;1;0;0;28.765;74.2374811668822;1;0;0
25;189.10027;578.872619628906;376.59521484375;51.23330950737;265.272131147541;0;0;0;0;1;0;0;18.558;40.3389513400583;1;0;0
26.100001;76.555907;130.186904907227;104.086700439453;32.4475795030594;276.284053579971;1;0;0;0;0;1;0;18.535;60.1925683025551;1;0;0
28.799999;79.912035;141.58869934082;107.343200683594;35.3996992111206;290.909137298676;1;0;0;0;0;1;0;18.458;55.1589427878088;1;0;0
8.9000002;75.092202;196.919494628906;149.413299560547;36.0541492700577;320.897911018976;1;0;0;0;0;1;0;18.242;48.555523541466;1;0;0
4.1000001;76.931362;258.435791015625;187.697204589844;39.345771074295;342.575089266961;1;0;0;0;0;1;0;18.311;52.353631151162;1;0;0
56.599998;51.07542;68.2885437011719;43.2821388244629;51.5749216079712;66.85866271;1;0;0;0;0;0;1;20.597;75.8641244217872;1;0;0
49.700001;98.649736;140.095596313477;97.6806335449219;44.8796987533569;68.8870882740448;1;0;0;0;0;0;1;27.73;60.9115137936553;1;0;0
15.800001;322.25632;820.096313476562;651.867980957031;38.3912086486816;45.7876664218895;0;0;0;1;0;0;0;67.366;50.6258504187303;0;1;0
11.1;337.29097;937.788330078125;753.848815917969;35.7078105211258;44.73164618;0;0;0;1;0;0;0;67.679;52.87589335;0;1;0
13.600001;1013.7024;2183.22998046875;1879.61596679688;30.5043786764145;208.622633744856;0;0;0;1;0;0;0;88.547;46.2780752983541;0;0;1
17.5;1049.2769;2335.5009765625;1923.22595214844;35.3680908679962;250.185185185185;0;0;0;1;0;0;0;90.981;42.9835743247693;0;0;1
19;243.93971;520.228820800781;445.033203125;35.0344091653824;33.7010764781491;0;0;0;1;0;0;0;67.841;47.6403849037002;1;0;0
22.9;264.93523;882.653381347656;715.277587890625;35.096150636673;31.0383958769528;0;0;0;1;0;0;0;68.142;56.3461763121516;0;1;0
21.1;79.638975;169.705505371094;129.507293701172;39.1866385936737;49.3001187542012;1;1;0;0;0;0;0;44.063;82.8035505822715;1;0;0
13.1;80.255197;227.882293701172;170.744705200195;39.201408624649;55.5847232803047;1;1;0;0;0;0;0;48.391;77.2388970368855;1;0;0
15.3;73.360517;200.80549621582;144.485595703125;40.6370103359222;64.5164216894466;1;1;0;0;0;0;0;53.335;63.2862527139539;1;0;0
4.8;85.728029;310.100311279297;226.359802246094;39.5485103130341;75.5449092538651;1;1;0;0;0;0;0;59.7;51.8977617266585;1;0;0
29.100001;81.005868;143.682693481445;113.439697265625;36.2782299518585;100.536463953772;1;0;0;1;0;0;0;42.775;39.7458639136628;1;0;0
21.9;148.2289;274.690612792969;227.460494995117;32.0509195327759;99.7485620664413;1;0;0;1;0;0;0;42.62;36.355435896214;1;0;0
9.6000001;144.88914;296.400390625;257.584991455078;27.0281612873077;98.74002856;1;0;0;1;0;0;0;42.49;34.84521389;1;0;0
7.2999999;145.87548;299.208190917969;261.128112792969;25.6616503000259;94.2644302783293;1;0;0;1;0;0;0;42.629;37.6077233860244;1;0;0
69.999999;57.905932;59.9429092407227;41.0725402832031;45.2556997537613;21.796368263576;1;0;0;0;0;0;1;25.251;93.7211854970071;1;0;0
71.700001;50.258615;48.2615585327148;33.7029609680176;42.4174904823303;36.37177150325;1;0;0;0;0;0;1;31.938;86.414133731503;1;0;0
70.700002;47.531889;45.3270606994629;31.8788204193115;42.6481813192368;38.4098196100001;1;0;0;0;0;0;1;33.227;83.9855111243575;1;0;0
15;92.2;240.557006835937;187.466400146484;38.3727610111237;1177.99333333333;1;0;0;0;0;1;0;36.021;44.4858743202911;1;0;0
8.2000002;215.8807;529.753173828125;445.330291748047;31.2856495380402;1585.04333333333;1;0;0;0;0;1;0;38.954;32.634059941704;1;0;0
44.4;211.45;374.570495605469;236.616592407227;49.8838514089584;57.0052069240464;0;0;0;0;1;0;0;77.222;57.1493140441834;1;0;0
46.1;215.14491;349.123107910156;229.922302246094;47.2139090299606;58.6913053319273;0;0;0;0;1;0;0;77.815;55.4022544659792;1;0;0
46.200001;212.4532;359.592407226562;226.665298461914;48.7224400043488;61.9126664780473;0;0;0;0;1;0;0;78.993;52.8612307524031;1;0;0
41.9;240.34252;410.826812744141;276.300109863281;45.3754901885986;64.9146264050001;0;0;0;0;1;0;0;80.156;51.0129948030625;1;0;0
26.800001;138.85554;279.636596679688;236.566604614258;40.1606202125549;82.1070975416336;0;0;0;1;0;0;0;57.089;41.8486749087561;1;0;0
21.600001;183.03652;366.143188476562;331.787689208984;32.9607009887695;82.5915146708961;0;0;0;1;0;0;0;57.963;43.2401394057924;1;0;0
50.9;50.900232;67.4281387329102;48.7845916748047;39.8672789335251;9.23757775428417;1;0;0;0;0;0;1;29.075;99.5269740055205;1;0;0
41.100001;51.213504;71.8029327392578;57.4653511047363;33.0379605293274;11.9501299;1;0;0;0;0;0;1;35.2;100.960699219569;1;0;0
15.6;550.82263;1084.37805175781;955.1708984375;29.0258705615997;1295.3375;0;0;0;1;0;0;0;94.072;44.2645088314626;0;1;0
17.1;757.34196;1410.24597167969;1244.07604980469;28.6650896072388;1514.46875;0;0;0;1;0;0;0;94.612;52.9665015892255;0;1;0
32.100001;109.08461;186.539703369141;138.663803100586;38.0685091018677;80.6650425675262;1;0;1;0;0;0;0;29.858;49.2223379928886;1;0;0
24.8;113.74596;191.338897705078;159.105392456055;30.6968688964844;81.7760397677661;1;0;1;0;0;0;0;30.322;47.9459578271309;1;0;0
25.2;232.77591;410.050201416016;322.620300292969;41.2159293889999;46.1413382899628;0;0;0;1;0;0;0;64.804;47.3117896715755;1;0;0
23.6;216.90647;466.426910400391;383.000885009766;38.4879499673843;46.2678810408922;0;0;0;1;0;0;0;66.141;48.0934487362241;1;0;0
36.300001;97.992376;145.784393310547;121.700401306152;33.1953406333923;1.4791961687994;1;0;1;0;0;0;0;56.805;73.6815095799861;1;0;0
38.800001;172.51041;246.578094482422;202.104995727539;33.0812096595764;1.7507505342568;1;0;1;0;0;0;0;67.567;44.5642046405821;1;0;0
21.600001;175.40265;325.558013916016;270.337005615234;32.0377886295319;1.89249723216355;1;0;1;0;0;0;0;68.163;47.5205417317272;1;0;0
28.4;171.05;286.469696044922;235.268005371094;32.7409893274307;2.03577063486712;1;0;1;0;0;0;0;68.445;52.6556681749826;1;0;0
69.400001;38.918034;43.6803512573242;24.3118705749512;53.5598576068878;20.2960934916961;1;0;0;0;0;0;1;28.013;91.7782518430509;1;0;0
54.699999;43.419876;58.4353408813477;39.9375801086426;45.5783396959305;28.32802971;1;0;0;0;0;0;1;30.832;95.1474788752111;1;0;0
46.1;40.879609;78.9664764404297;44.1639595031738;53.9966821670532;33.426794933747;1;0;0;0;0;0;1;33.878;94.2253308722448;1;0;0
54.299998;106.58895;126.08570098877;97.9719314575195;37.7473592758179;2.244717182;1;1;0;0;0;0;0;38.705;90.6252420273114;1;0;0
41.999999;113.30983;159.551406860352;130.051193237305;35.6853812932968;3.19805763073639;1;1;0;0;0;0;0;44.788;81.1639382284369;1;0;0
31;109.22552;174.561599731445;146.712799072266;32.6193511486053;3.81381197244591;1;1;0;0;0;0;0;50.203;77.9479089096271;1;0;0
20.4;159.82;330.406402587891;257.243896484375;35.6534212827682;607.879802955665;1;0;0;0;0;0;1;42;45.1689977306977;1;0;0
15.4;155.315;374.83349609375;281.514495849609;38.4653985500336;618.661083743842;1;0;0;0;0;0;1;41.332;41.2929065646622;1;0;0
10.4;156.415;414.15478515625;319.376403808594;36.7612093687057;622.962068965517;1;0;0;0;0;0;1;40.841;41.4608145490829;1;0;0
65.3;59.201736;115.914199829102;47.0893211364746;65.755569934845;108.8768137;1;0;0;0;0;0;1;14.002;95.4262787830419;1;0;0
50.700003;38.872175;57.1195907592773;38.0752983093262;45.4759687185287;154.217352566822;1;0;0;0;0;0;1;15.544;96.1066794854261;1;0;0
51.499999;42.3786;62.7902908325195;41.4327697753906;44.694310426712;182.491397963513;1;0;0;0;0;0;1;16.506;89.865093772243;1;0;0
7.5999998;219.43951;838.732727050781;617.688171386719;41.0663992166519;92.1350235884949;0;0;1;0;0;0;0;74.213;45.0645499959841;0;1;0
37.7;61.626;206.766494750977;83.5957412719727;63.3187592029572;2.282448469;1;0;0;0;0;0;1;34.709;78.7490249795484;1;0;0
28.7;61.15647;231.942504882812;101.568000793457;60.9651803970337;2.52771684339662;1;0;0;0;0;0;1;40.601;71.8561558878276;1;0;0
17.399999;62.253987;335.300903320312;163.535293579102;59.0666115283966;2.81177227951269;1;0;0;0;0;0;1;46.9;68.4821277809802;1;0;0
63;44.21181;46.9644508361816;36.6764488220215;36.0975593328476;6.763061498;1;0;0;0;0;0;1;15.529;103.130864888384;1;0;0
53.7;38.326284;52.4606018066406;35.6365509033203;44.4254398345947;10.7558751085498;1;0;0;0;0;0;1;16.242;106.76423993603;1;0;0
48.199999;56.500317;70.9649276733398;57.1629600524902;31.4517110586166;13.5112978605826;1;0;0;0;0;0;1;16.216;111.411292299988;1;0;0
45.4;58.383;78.1362762451172;61.532299041748;34.2765808105469;15.1891979158443;1;0;0;0;0;0;1;16.219;111.862799475369;1;0;0
48.4;50.717;67.9144821166992;52.1278190612793;40.0635808706284;144.823205639184;1;0;0;0;0;0;1;37.356;86.7727611115314;1;0;0
46;48.08;72.1818695068359;51.4740409851074;42.966440320015;169.444462377988;1;0;0;0;0;0;1;42.588;87.8076395739035;1;0;0
40.099999;58.968164;85.12841796875;68.7669677734375;35.1277410984039;215.064988965381;1;0;0;0;0;0;1;50.344;87.3150867715878;1;0;0
